date,year,type,country,state,location,activity,sex,age,injury,time,species
17-Aug-2011,2011,Unprovoked,russia,"telyakovsky bay, khasan,  primorsky krai (far east)",vityaz,Swimming,M,25,Hands severed,Evening,4 m shark
16-Aug-2011,2011,Unprovoked,french polynesia,society islands,"teahupoo, tahiti",Surfing,M,32,No injury,15h30,Grey shark
16-Aug--2011,2011,Unprovoked,usa,puerto rico,vieques,Floating ,M,27,Injured,Night,
16-Aug-2011,2011,Unprovoked,seychelles,praslin,anse lazio,Swimming,M,30,Fatal,16h30,Bull shark
15-Aug-2011,2011,Invalid,usa,south carolina,horry county,Surfing,M,7,Injured,,Not confirmed
11-Aug--2011,2011,Unprovoked,usa,north carolina,beaufort inlet,Swimming,M,54,Injured,14h00,
01-Aug-2011,2011,Unprovoked,seychelles,praslin,anse lazio,Diving,M,36,Fatal,15h30,
31-Jul-2011,2011,Invalid,brazil,pernambuco,praia do pina,Swimming,M,14,Cause of death may have been drowning; remains scavenged by sharks,,Not confirmed
30-Jul-2011,2011,Sea Disaster,philippines,,,Sea disaster,M,43,Injured,,
25-Jul-2011,2011,Unprovoked,usa,new jersey,"egg harbor, atlantic county",Fishing,M,,No injury,Night,
22-Jul-2011,2011,Unprovoked,south africa,eastern cape province,"cintza beach, east london",Surfing,M,29,Injured,10h00,White shark
19-Jul-2011,2011,Unprovoked,usa,north carolina,"ocracoke island, hyde county",Boogie Boarding,F,6,Injured,17h30,
15-Jul-2011,2011,Watercraft,reunion,saint-gilles,brisants.,Kayaking or Wave skiing,M,,No injury,17h00,
13-Jul-2011,2011,Unprovoked,usa,texas,"south padre island, cameron county",Surfing,M,,Injured,20h30,
13-Jul-2011,2011,Unprovoked,bahamas,grand bahama island,off lucaya,Diving,M,54,Injured,12h30,
07-Jul-2011,2011,Unprovoked,usa,texas,"sunday beach, matagorda island, calhoun  county",Swimming,M,12,Injured,17h00,
07-Jul-2011,2011,Unprovoked,usa,texas,"mustang island, nueces county",Fishing,M,14,Injured,,
06-Jul-2011,2011,Unprovoked,reunion,saint-gilles,roches noires,Surfing,M,16,Injured,14h50,
05-Jul-2011,2011,Unprovoked,colombia,sucre,"libertad, san onofre",Kayaking,M,17,Injured,10h30,
30-Jun-2011,2011,Unprovoked,turks & caicos,middle caicos,mudjin harbor,Snorkeling,M,28,Injured,13h30,
29-Jun-2011,2011,Unprovoked,brazil,pernambuco,praia do pina,Surfing,M,21,Injured,10h00,
28-Jun-2011,2011,Unprovoked,south africa,kwazulu-natal,aliwal shoal,Diving,M,22,Injured,12h00,Bull shark
26-Jun-2008,2011,Unprovoked,usa,north carolina,"north topsail beach, onslow county",Surfing,F,10,Injured,Afternoon,Bull shark
24-Jun-2011,2011,Unprovoked,usa,california,"san onofre state beach, san diego county",Surfing,M,,Injured,13h30,White shark
21-Jun-2011,2011,Unprovoked,usa,florida,"perdido key, escambia county",Jet skiing,M,20,Injured,Afternoon,
19-Jun-2011,2011,Unprovoked,turks & caicos,caicos bank,french cay,Fishing,M,35,Injured,,5' shark
19-Jun-2011,2011,Unprovoked,costa rica,guanacaste,playa grande,Surfing,M,15,Fatal,12h15,
15-Jun-2011,2011,Unprovoked,reunion,saint-gilles-les-bains,boucan-canot,Boogie Boarding,M,31,Fatal,17h30,
Reported 14-Jun-2011,2011,Watercraft,united kingdom,cornwall,st. ives,Fishing,M,,No injury,,White shark
12-Jun-2011,2011,Unprovoked,usa,florida,palm beach county,Diving,M,28,Injured,14h30,Black shark
Reported 06-Jun-2011,2011,Unprovoked,colombia,san andrés archipelago,albuquerque cay,Fishing,M,24,Injured,,
06-Jun-2011,2011,Unprovoked,usa,california,"la jolla, san diego county",Fishing,M,28,No injury,,"Sevengill shark, 6' to 8'"
06-Jun-2011,2011,Unprovoked,usa,florida,volusia county,Wading,M,19,Injured,12h00,3' to 4' shark
01-Jun-2011,2011,Unprovoked,malaysia,kedah,palau payar,Snorkeling,F,,Injured,,Black shark
30-May-2011,2011,Unprovoked,usa,texas,"follett's island, brazoria county",Standing or boogie boardin,F,22,Injured,15h00,
29-May-2011,2011,Unprovoked,south africa,western cape province,robberg beach,Surfing,M,33,No injury,,White shark
25-May-2011,2011,Unprovoked,usa,hawaii,"lyman beach, kailua-kona",Surfing,F,,No injury,13h15,Tiger shark
22-May-2011,2011,Unprovoked,usa,hawaii,"lyman beach, kailua-kona",Paddle boarding,F,,No injury,12h00,Tiger shark
21-May-2011,2011,Unprovoked,south africa,kwazulu-natal,levan point,Fishing,M,28,Fatal,Midday,Zambesi shark
13-May-2011,2011,Unprovoked,usa,florida,"ponte vedra beach, st johns county",Surfing,M,86,Injured,15h30,
21-May-2011,2011,Unprovoked,new caledonia,north province,kendec,Kite Boarding,M,15,Fatal,11h00,Tiger shark
13-May-2011,2011,Unprovoked,usa,florida,volusia county,Surfing,M,37,Injured,06h30,
10-May-2011,2011,Provoked,usa,florida,miami,Fishing,M,,Injured,,"Sandbar shark, 8'"
Reported 07-May-2011,2011,Invalid,united arab emirates (uae),umm al qaywayan province,khor fakkan,Fishing,M,43,"Erroneously reported on several internet sites as a ""shark attack"", it was the shark 8', 300-kg mako shark that was attacked, not the fisherman",,Invalid
04-May-2011,2011,Unprovoked,south africa,kwazulu-natal,palm beach,Fishing,M,37,Injured,,
26-Apr-2011,2011,Unprovoked,usa,florida,palm beach county,Fishing,M,32,Injured,,Bull shark
23-Apr-2011,2011,Unprovoked,australia,western australia,red bluffs,Fishing,M,17,Injured,15h00,"reef shark, 1.5m"
22-Apr-2011,2011,Unprovoked,usa,florida,volusia county,Surfing,M,49,Injured,15h30,1' to 2' shark
16-Apr-2011,2011,Unprovoked,new zealand,south island,snapper point,Surfing,M,41,Injured,Afternoon,possibly a bronze whaler shark
13-Apr-2011,2011,Unprovoked,indonesia,bali,balian,Surfing,M,,Injured,Morning,Bull shark
08-Apr-2011,2011,Unprovoked,fiji,vitu levu,"malake island, ra province",Diving,M,27,Injured,Afternoon,
Reported 29-Mar-2011,2011,Provoked,usa,texas,matagorda beach,"Standing, holding shark pup",M,,Injured,,Black shark
24-Mar-2011,2011,Unprovoked,mexico,quintana roo,"gaviotas beach, cancun",Swimming,F,,Injured,,Bull shark
23-Mar-2011,2011,Unprovoked,australia,new south wales,crowdy head,Surfing,M,48,Severe injury to left forearm,17h45,Bull shark
21-Mar-2011,2011,Unprovoked,mexico,quintana roo,,Swimming,M,46,Injured,,
21-Mar-2011,2011,Unprovoked,fiji,,nukudamu,Diving,M,30,Injured,16h00,
16-Mar-2011,2011,Unprovoked,australia,new south wales,"jimmys beach, port stephens",Wakeboarding,F,24,Injured,13h00,3 m to 4 m shark
Reported 10-Mar-2010,2011,Invalid,egypt,south sinai peninsula,sharm-el-sheikh,Unknown,F,,"Apparent drowning, and subsequent scavenging by 16' tiger shark",,
10-Mar-2011,2011,Unprovoked,australia,new south wales,"tallow beach, byron bay",Surfing,M,,No injury,,
Reported 28-Feb-2011,2011,Provoked,australia,queensland,between,Fishing,M,36,Injured,10h45,Bull shark
23-Feb-2011,2011,Unprovoked,new caledonia,loyalty islands,"bay of bweedro, ouvéa",Fishing,M,21,Injured,Early afternoon,1.5 m shark
18-Feb-2011,2011,Unprovoked,reunion,saint gilles,trois-roches,Surfing,M,32,Left leg severed at the knee,18h30,
17-Feb-2011,2011,Unprovoked,australia,south australia,off perforated island near coffin bay,Diving,M,49,Fatal,18h20,White shark
13-Feb-2011,2011,Provoked,australia,queensland,sunshine beach,Fishing,M,,Injured,10h40,1 m shark
12-Feb-2011,2011,Unprovoked,australia,western australia,exmouth,Snorkeling,M,58,Injured,Late afternoon,
Reported 04-Feb-2011,2011,Provoked,mexico,colima,"manzanillo, revillagigedo islands",Fishing,M,,Injured,,
02-Feb-2011,2011,Unprovoked,south africa,eastern cape province,"sundays river mouth, port elizabeth",Surfing,M,37,Injured,,
31-Jan-2011,2011,Unprovoked,mexico,quintana roo,cancun,Swimming,F,38,Injured,12h00,6' shark
28-Jan-2011,2011,Provoked,mexico,colima,revillagigedo islands,Fishing,M,25,Injured,,
26-Jan-2011,2011,Unprovoked,bahamas,west end,tiger beach,Diving,M,55,Injured,15h00,Caribbean reef shark
20-Jan-2011,2011,Invalid,australia,new south wales,cudgen creek,Swimming,F,7,Injured,17h00,Not confirmed
15-Jan-2011,2011,Unprovoked,south africa,eastern cape province,"second beach, port st. john's",Surfing,M,16,Fatal,12h30,
Reported 12-Jan 2011,2011,Unprovoked,mexico,quintana roo,xcalak,Attempting to fix motor,M,37,Injured,,
03-Jan-2011,2011,Watercraft,australia,western australia,busselton,Fishing,M,,No injury,12h00,White shark
26-Dec-2010,2010,Unprovoked,usa,hawaii,"kahului, maui",Body boarding,M,16,Injured,15h35,6' shark
17-Dec-2010,2010,Unprovoked,fiji,vitu levu,sigatoka,Surfing,M,,Injured,AM,
11-Dec-2010,2010,Unprovoked,usa,hawaii,"tavares bay, maui",Surfing,M,46,Injured,13h51,
05-Dec-2010,2010,Unprovoked,egypt,south sinai peninsula,"middle garden, sharm el-shiekh",Snorkeling,F,70,Fatal,12h00,White shark
Reported 03-Dec-2010,2010,Unprovoked,indonesia,bali,balian,Surfing,M,,Injured,,
01-Dec-2010,2010,Unprovoked,egypt,south sinai peninsula,"ras nasrani, sharm el-sheikh",Snorkeling,M,54,Injured,11h00,Mako shark 
01-Dec-2010,2010,Unprovoked,egypt,south sinai peninsula,"ras nasrani, sharm el-sheikh",Snorkeling,M,46,Injured,10h55,Mako shark
30-Nov-2010,2010,Unprovoked,egypt,south sinai peninsula,"coral bay, sharm el-sheikh",Snorkeling,F,70,Injured,14h55,White shark
30-Nov-2010,2010,Unprovoked,egypt,south sinai peninsula,"coral bay, sharm el-sheikh",Snorkeling,F,48,Injured,14h40,White shark
Reported 27-Nov-2010,2010,Unprovoked,samoa,,,Fishing,M,47,Injured,Morning,
27-Nov-2010,2010,Invalid,australia,western australia,native dog beach,Swimming,M,,Death may have been due to drowning,,Not confirmed
19-Nov-2010,2010,Provoked,usa,palmyra atoll,,Snorkeling,M,33,Injured,13h30,
15-Nov-2010,2010,Unprovoked,dominican republic,,boca chica,Diving,M,21,Fatal,Morning,
14-Nov-2010,2010,Unprovoked,indonesia,bali,balian,Surfing,M,,Injured,,
Reported 12-Nov-2010,2010,Watercraft,australia,western australia,between carnac and garden islands,Fishing,M,,No injury,Night,White shark
30-Oct-2010,2010,Unprovoked,australia,western australia,off garden island,Snorkeling,F,20,Injured,12h30,White shark
Reported 28-Oct-2010,2010,Unprovoked,australia,western australia,cheynes beach,Fishing,M,,No injury,,
28-Oct-2010,2010,Unprovoked,usa,oregon,florence,Surfing,M,,No injury,15h20,
25-Oct-2010,2010,Provoked,azores,,350 miles from faial island,Fishing,M,,PROVOKED INCIDENT?  ,,
23-Oct-2010,2010,Unprovoked,usa,maine,"burnt cove near eastport, washington county",Diving,M,30,No injury,Afternoon,"Porbeagle shark, 8' "
23-Oct-2010,2010,Unprovoked,australia,western australia,wedge island,Surfing,M,14,Injured,,
22-Oct-2010,2010,Unprovoked,usa,california,"surf beach, vandenberg afb, santa barbara county",Body boarding,M,19,Fatal,08h50,White shark
20-Oct-2010,2010,Unprovoked,egypt,south sinai peninsula,sharm el-sheikh,Snorkeling,F,,Injured,A.M.,
09-Oct-2010,2010,Unprovoked,australia,new south wales,mullaway headland,Surfing,M,22,Injured,13h30,Bull shark
02-Oct-2010,2010,Unprovoked,bahamas,exuma islands,,Snorkeling,M,,Injured,,Lemon shark
02-Oct-2010,2010,Unprovoked,bahamas,abaco islands,elbow cay,Surfing,F,,Injured,15h00,Possibly a 6' lemon shark
01-Oct-2010,2010,Unprovoked,south africa,western cape province,"melkbaai, strand",Surfing,M,Teen,Injured,14h30,
27-Sep-2010,2010,Unprovoked,usa,oregon,winchester bay,Surfing,M,29,No injury,16h00,White shark
24-Sep-2010,2010,Unprovoked,usa,virginia,sandridge beach,Surfing,M,18,Bite to left ankle and knee,16h30,
21-Sep-2010,2010,Unprovoked,south africa,western cape province,between dyer island and pearly beach,Swimming,M,29,Fatal,,White shark
 13-Sep-2010,2010,Unprovoked,australia,new south wales,fraser's reef,Surfing,M,15,Injured,17h00,2m shark
07-Sep-2010,2010,Unprovoked,usa,florida,"st. augustine, st. john's county",Swimming,M,27,Injured,,3' shark
Reported 06-Sep-2010,2010,Unprovoked,tonga,ha'api,,Swimming,M,24,Injured,12h00,
 04-Sep-2010,2010,Unprovoked,usa,florida,volusia county,Surfing,M,,No injury,,
03-Sep-2010,2010,Unprovoked,usa,florida,volusia county,Surfing,M,24,Injured,12h00,
03-Sep-2010,2010,Unprovoked,usa,florida,volusia county,Surfing,M,24,Injured,09h00,
02-Sep-2010,2010,Unprovoked,solomon islands,western province,,Unknown,M,34,Injured,,
29-Aug-2010,2010,Invalid,bahamas,exuma islands,"off jaws beach, new providence island",Swimming,M,43,"His partial remains were recovered from a 12' tiger shark on September 5, 2010. Cause of death was thought to be drowning",,Not confirmed
18-Aug-2010,2010,Unprovoked,usa,florida,st. johns county,Boogie Boarding,M,10,Injured,09h00,
17-Aug-2010,2010,Unprovoked,australia,western australia,cowaramup bay,Surfing,M,31,Fatal,08h05,White shark
14-Aug-2010,2010,Watercraft,usa,california,"pigeon point, san mateo county",Fishing,M,45,No injury,,White shark
10-Aug-2010,2010,Provoked,australia,queensland,"three mile creek, townsville",Fishing,F,,Injured,19h00,
10-Aug-2010,2010,Unprovoked,south korea,jeju province,jeju island,Swimming,F,16,Injured,Late afternoon,
08-Aug-2010,2010,Unprovoked,australia,new south wales,crescent head,Surfing,M,47,Injured,08h00,
07-Aug-2010,2010,Unprovoked,usa,north carolina,"figure eight island, wilmington, new hanover county",Surfing,M,25,Injured,15h00,
07-Aug-2010,2010,Unprovoked,malta,,"off fort st. elmo, valetta",Surfing,M,35,No injury,,3 m shark
05-Aug-2010,2010,Invalid,usa,florida,volusia county,Swimming,F,,Injured,19h15,Not confirmed
02-Aug-2010,2010,Watercraft,usa,california,"near oil rig hondo, 5 nm from gaviota, santa barbara county",Kayaking,M,,No injury,12h40,White shark
02-Aug-2010,2010,Unprovoked,usa,florida,st. johns county,Standing,F,37,Injured,11h00,3' to 4' shark
25-Jul-2010,2010,Unprovoked,usa,south carolina,"isle of palms, charleston county",Standing,M,16,Injured,,4' shark
23-Jul-2010,2010,Unprovoked,usa,florida,"jacksonville beach, duval county",Surfing,M,20,Injured,16h30,
19-Jul-2010,2010,Unprovoked,usa,south carolina,myrtle beach,Swimming,M,10,Injured,10h35,Black shark
17-Jul-2010,2010,Unprovoked,usa,north carolina,"wrightsville beach, new hanover county",Swimming,F,13,Injured,13h30,Tiger shark
17-Jul-2010,2010,Unprovoked,usa,florida,new smyrna beach,Surfing,M,55,Injured,,A small spinner shark
16-Jul-2010,2010,Provoked,spain,grand canary island,"sardina del norte, gáldar",Swimming,M,9,Injured,19h15,Angel shark
16-Jul-2010,2010,Unprovoked,usa,texas,galveston,Fishing,M,,Injured,,
11-Jul-2010,2010,Provoked,usa,florida,"lauderdale-by-the-sea, broward county",Fishing,M,,Injured,,"Nurse shark, juvenile "
04-Jul-2010,2010,Unprovoked,south africa,kwazulu-natal,"two mile reef, sodwana bay",Snorkeling,F,21,Injured,,
03-Jul-2010,2010,Provoked,usa,new york,off long island,Fishing,M,20,Injured,12h30,Blue shark
02-Jul-2010,2010,Unprovoked,usa,california,"pismo beach, san luis  obispo county",Surfing,M,19,Injured,Evening,4' shark
02-Jul-2010,2010,Unprovoked,usa,california,"dog patch, san onofre",Stand-Up Paddleboarding,M,48,No injury,15h15,8' shark
27-Jun-2010,2010,Unprovoked,usa,texas,"eight mile beach, galveston",Surfing,M,20,Injured,,Bull shark
25-Jun-2010,2010,Unprovoked,usa,south carolina,fripp island,Boogie Boarding,F,6,Injured,,
25-Jun-2010,2010,Unprovoked,usa,north carolina,"topsail island, pender county",Swimming,F,13,Injured,13h00,
15-Jun-2010,2010,Unprovoked,vietnam,binh dinh province,quy nhon,Swimming,M,17,Injured,17h00,1 m shark
10-Jun-2010,2010,Unprovoked,usa,florida,jacksonville,Boogie Boarding,F,18,Injured,12h30,4' shark
06-Jun-2010,2010,Unprovoked,australia,western australia,"conspicuous beach, near walpole",Surfing,M,40,Injured,12h00,
Jun-2010,2010,Unprovoked,usa,florida,"ponte vedra beach, st johns county",Surfing,M,20,Injured,,
30-May-2010,2010,Provoked,usa,florida,off tarpon springs,Fishing,M,49,Injured,08h45,"Lemon shark, 4'"
18-May-2010,2010,Unprovoked,vietnam,binh dinh province,quy nhon,Rescuing,F,58,Injured,18h00,20 to 30kg shark
18-May-2010,2010,Unprovoked,vietnam,binh dinh province,quy nhon,Swimming,F,60,Injured,18h00,20 to 30kg shark
18-May-2010,2010,Unprovoked,australia,new south wales,point plomer,Surfing,M,,Injured,16h30,
03-May-2010,2010,Unprovoked,madagascar,antsiranana province,"ambatolaoka, nosy be island",Diving,M,59,Injured,09h30,
01-May-2010,2010,Unprovoked,usa,florida,new smyrna beach,Wading,F,10,Injured,10h30,4' shark
28-Apr-2010,2010,Provoked,usa,florida,hanalei bay,Measuring sharks,M,29,Injured,Afternoon,"Lemon shark, 6'"
19-Apr-2010,2010,Unprovoked,usa,hawaii,"hanalei bay, kauai",Surfing,M,68,No injury,16h00,14' shark
13-Apr-2010,2010,Unprovoked,south africa,eastern cape province,"east beach, port alfred",Surfing,M,35,Injured,10h00,2 m shark
04-Apr-2010,2010,Unprovoked,egypt,sinai peninsula,sharm el-sheikh,Swimming,M,24,Injured,14h00,White shark
 27-Mar-2010,2010,Unprovoked,reunion,saint-benoit,bittern,Surfing,M,34,No injury,11h00,1.5 m shark
190Feb-2010,2010,Unprovoked,new zealand,south island,tahunanui beach,Swimming,M,,Bruised but otherwise unhurt,Night,Blue shark
16-Feb-2010,2010,Unprovoked,south africa,eastern cape province,yellow sands point,Surfing,M,,Injured,11h00,3 m shark
15-Feb-2010,2010,Unprovoked,fiji,off vanua levu,nara reef,Diving,M,19,Fatal,09h30,
13-Feb-2010,2010,Unprovoked,australia,queensland,"dent island, whitsundays",Snorkeling,F,60,Injured,13h30,2 m shark
11-Feb-2010,2010,Unprovoked,australia,new south wales,"mona vale beach, sydney",Surfing,M,46,Injured,08h00,"Wobbegong shark, 1.6m"
Reported 06-Feb-2010,2010,Provoked,new zealand,south island,cosy nook,Fishing,M,,No injury,,2 m to 3 m shark
06-Feb-2010,2010,Unprovoked,australia,new south wales,turners' beach,Body boarding,M,18,No injury,15h30,White shark
06-Feb-2010,2010,Provoked,usa,florida,riviera beach,Surfing,M,,Injured,15h00,"Spinner shark, 6'"
04-Feb-2010,2010,Invalid,guam,merizo,achang reef,Diving,M,31,Shark bites were post-mortem,11h00,Invalid
03-Feb-2010,2010,Unprovoked,usa,florida,"stuart, martin county",Kite Boarding,M,38,Fatal,15h44,
01-Feb-2010,2010,Provoked,new zealand,south island,oreti beach,Boogie Boarding,F,14,Stepped on shark PROVOKED INCIDENT,18h30,1.5 m shark
31-Jan-2010,2010,Unprovoked,brazil,rio grande do sul,"atlantis beach, near tramandai",Surfing,M,29,Injured,,Hammerhead shark
27-Jan-2010,2010,Unprovoked,australia,queensland,archie's beach,Surfing,M,,No injury,16h30,
22-Jan-2010,2010,Unprovoked,united arab emirates (uae),dubai,"umm suqeim beach, dubai",Surfing,M,54,Injured,Evening,
22-Jan-2010,2010,Unprovoked,australia,victoria,geelong,Surfing,M,,Injured,07h30,
12-Jan-2010,2010,Unprovoked,south africa,western province,fish hoek,Standing,M,37,Fatal,15h15,White shark
09-Jan-2010,2010,Unprovoked,australia,torres strait,thursday island,Snorkeling,F,9,Injured,,White shark
09-Jan-2010,2010,Unprovoked,vietnam,binh dinh province,quy nhon,Unknown,F,,Injured,,
09-Jan-2010,2010,Unprovoked,vietnam,binh dinh province,quy nhon,Unknown,M,,Injured,17h00,
09-Jan-2010,2010,Unprovoked,vietnam,binh dinh province,quy nhon,Bathing,M,,Injured,06h45,
06-Jan-2010,2010,Unprovoked,usa,florida,elliot key,Fishing,M,32,Injured,10h15,
05-Jan-2010,2010,Unprovoked,south africa,eastern province,"nahoon, east london",Surfing,M,,No injury,,
29-Dec-2009,2009,Unprovoked,south africa,eastern cape  province,port alfred,Wading,M,20,Injured,08h30,
26-Dec-2009,2009,Provoked,australia,new south wales,avoca beach,Swimming,M,55,Injured,11h00,
22-Dec-2009,2009,Unprovoked,mozambique,maputo province,ponta do ouro,Swimming,M,27,Injured,16h30,"Zambesi shark, 2m "
20-Dec-2009,2009,Watercraft,australia,queensland,mudjimba island,Kayaking,M,,No injury,11h00,
20-Dec-2009,2009,Unprovoked,australia,queensland,lamont reef,Fishing,M,18,Injured,07h30,Bull shark
18-Dec-2009,2009,Unprovoked,south africa,eastern cape province,"second beach, port st. johns",Paddling on kneeboard,M,22,Fatal,14h30,
